City,LAT,LON,Area,Type,Name,Artists,Address,City2,State,Zip,Year,Participant,desc1,desc2,url,partner,funder,LAT,LON
Louisville,38.2485606,-85.7581461,Community Outreach,Community Support,Center for Neighborhoods - PAINT Mural - Hikes Point,Sarah Davis,610 S 4th St,Louisville,Kentucky,40202,2016,99,placeholder 180,placeholder 174,http://www.louisvillevisualart.org/community-outreach,Community Partners,LVA,38.2485606,-85.7581461
Louisville,38.2572082,-85.7604816,Community Outreach,Art Buffet,Mandala Community Mural @ Resurfaced,Jackie Pallesen; Ehren Reed; Sarah Davis,615 W. Main St.,Louisville,Kentucky,40202,2015,99,placeholder 181,placeholder 175,http://www.louisvillevisualart.org/art-buffet-1,Community Partners,Metro EAF,38.2572082,-85.7604816
Louisville,38.273585,-85.79120754,Community Outreach,Picture Love,Picture Love @ Portland CC,,640 N 27th St,Louisville,Kentucky,40212,2015,99,placeholder 183,placeholder 177,http://www.louisvillevisualart.org/picture-love/,Community Partners,Metro Parks,38.273585,-85.79120754
Louisville,38.273585,-85.79120754,Community Outreach,School's Out = Art's In,School's Out = Art's In @ Portland CC- Creature Feature,,640 N 27th St,Louisville,Kentucky,40212,2017,99,placeholder 182,placeholder 176,http://fundforthearts.org/schoolsoutartsin/,Community Partners,Fund for the Arts,38.273585,-85.79120754
Valley Station,38.1021379,-85.88642339,Community Outreach,School's Out = Art's In,School's Out = Art's In @ Sun Valley CC- Community Banner,,6505 Bethany Ln,Valley Station,Kentucky,40272,2017,99,placeholder 184,placeholder 178,http://fundforthearts.org/schoolsoutartsin/,Community Partners,Fund for the Arts,38.1021379,-85.88642339
Simpsonville,38.22176217,-85.34520789,Community Outreach,LVA 5x5/ Teacher Art Grant,Teacher Art Grant @ Simpsonville Elementary School,,6725 Shelbyville Rd,Simpsonville,Kentucky,40067,2015,99,placeholder 185,placeholder 179,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.22176217,-85.34520789
Simpsonville,38.22176217,-85.34520789,Community Outreach,LVA 5x5/ Teacher Art Grant,Teacher Art Grant @ Simpsonville Elementary,,6725 Shelbyville Rd,Simpsonville,Kentucky,40067,2016,99,placeholder 186,placeholder 180,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.22176217,-85.34520789
Louisville,38.2568292,-85.76185159,Community Outreach,Art Buffet,Maker Faire - Summer Camp Showcase,Annette Cable & Jackie Pallesen,700 W. Main St,Louisville,Kentucky,40202,2016,99,placeholder 187,placeholder 181,http://www.louisvillevisualart.org/art-buffet-1,Community Partners,LVA,38.2568292,-85.76185159
Louisville,38.2529933,-85.7387329,Community Outreach,The Future is Now,The Future is Now w/ The Green Building Gallery,,732 E Market St,Louisville,Kentucky,40202,2016,99,placeholder 188,placeholder 182,http://www.louisvillevisualart.org/the-future-is-now,Community Partners,Metro Parks,38.2529933,-85.7387329
Louisville,38.2755362,-85.59976333,Community Outreach,LVA 5x5/ Teacher Art Grant,TAG @ Westport Middle,,8100 Westport Rd,Louisville,Kentucky,40222,2015,99,placeholder 189,placeholder 183,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.2755362,-85.59976333
Louisville,38.2424,-85.7568594,Community Outreach,The Future is Now,The Future is Now w/ KyCAD,,845 S 3rd St,Louisville,Kentucky,40203,2017,99,placeholder 190,placeholder 184,http://www.louisvillevisualart.org/the-future-is-now,Community Partners,KyCad; Brackets for Good,38.2424,-85.7568594
Crestwood,38.346097,-85.4912839,Community Outreach,Art Buffet,Maryhurst @ Foxhollow Farm  - Cyanotypes Workshop,Sarah Davis & Jackie Pallesen,8905 KY-329,Crestwood,Kentucky,40014,2015,99,Maryhurst cyanotype project,placeholder 185,http://www.louisvillevisualart.org/art-buffet-1,Foxhollow Farm; Maryhurst,Metro EAF,38.346097,-85.4912839
Crestwood,38.346097,-85.4912839,Community Outreach,Art Buffet,Foxhollow Farm Fall Festival,,8905 KY-329,Crestwood,Kentucky,40014,2015,99,placeholder 190,placeholder 186,http://www.louisvillevisualart.org/art-buffet-1,Foxhollow Farm,Metro EAF,38.346097,-85.4912839
Louisville,38.25377525,-85.73442975,Community Outreach,Open Doors Residencies,Stage One Summer Programming w/ CFAC Students @ Lincoln Elem.,Courtland Mead & Jackie Pallesen,930 E Main St,Louisville,Kentucky,40206,2015,99,placeholder 108,placeholder 102,http://www.louisvillevisualart.org/open-doors-history/,Stage One,Stage One,38.25377525,-85.73442975
Louisville,38.25377525,-85.73442975,Community Outreach,Open Doors Residencies,Stage One Summer Programming w/ CFAC Students @ Lincoln Elem.,Courtland Mead & Jackie Pallesen,930 E Main St,Louisville,Kentucky,40206,2016,99,placeholder 109,placeholder 103,http://www.louisvillevisualart.org/open-doors-history/,Stage One,Stage One,38.25377525,-85.73442975
Louisville,38.249757,-85.7674386,Community Outreach,Open Doors Residencies,Playground/Art Workshops @ Chestnut St. YMCA,Ehren Reed,930 W Chestnut St,Louisville,Kentucky,40203,2016,99,placeholder 191,placeholder 187,http://www.louisvillevisualart.org/open-doors-history/,YMCA,YMCA; Metro EAF,38.249757,-85.7674386
Louisville,38.262442,-85.57681182,Community Outreach,Art Buffet,FFTA - Painting,Meredith Cunningham,9510 Ormsby Station Road,Louisville,Kentucky,40223,2016,99,placeholder 192,placeholder 188,http://www.louisvillevisualart.org/art-buffet-1,Community Partners,Fund for the Arts,38.262442,-85.57681182
Louisville,38.198697,-85.5816155,Community Outreach,LVA 5x5/ Teacher Art Grant,Teacher Art Grant @ Jeffersontown High School,,9600 Old Six Mile Ln,Louisville,Kentucky,40299,2015,99,placeholder 193,placeholder 189,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.198697,-85.5816155
Louisville,38.198697,-85.5816155,Community Outreach,LVA 5x5/ Teacher Art Grant,Teacher Art Grant @ Jeffersontown High School,,9600 Old Six Mile Ln,Louisville,Kentucky,40299,2016,99,placeholder 194,placeholder 190,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.198697,-85.5816155
Louisville,38.1051961,-85.69131676,Community Outreach,LVA 5x5/ Teacher Art Grant,Teacher Art Grant @ Knight Middle School,,9803 Blue Lick Rd,Louisville,Kentucky,40229,2015,99,placeholder 195,placeholder 191,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.1051961,-85.69131676
Louisville,38.1051961,-85.69131676,Community Outreach,LVA 5x5/ Teacher Art Grant,Teacher Art Grant @ Knight Middle School,,9803 Blue Lick Rd,Louisville,Kentucky,40229,2016,99,placeholder 196,placeholder 192,http://www.louisvillevisualart.org/opendoors-in-schools,Community Partners,Fund for the Arts,38.1051961,-85.69131676
Louisville,38.258711,-85.7662769,Community Outreach,Art Buffet,Mercer Mural @ Resurfaced,Joen Pallesen,N 10th St,Louisville,Kentucky,40202,2016,99,placeholder 197,placeholder 193,http://www.louisvillevisualart.org/art-buffet-1,Fund for the Arts,Fund for the Arts,38.258711,-85.7662769
Shelbyville,38.23696465,-85.23774752,Visual Art Education,Children’s Fine Art Classes,CFAC @ Shelby County West Middle School,Jackie Connelly,100 Warriors Way,Shelbyville,Kentucky,40365,2015,22,placeholder 1,placeholder 1,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23696465,-85.23774752
Shelbyville,38.23696465,-85.23774752,Visual Art Education,Children’s Fine Art Classes,CFAC @ Shelby County West Middle School,Jackie Connelly,100 Warriors Way,Shelbyville,Kentucky,40365,2016,22,placeholder 2,placeholder 2,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23696465,-85.23774752
Louisville,38.22197055,-85.75761538,Visual Art Education,Children’s Fine Art Classes,CFAC @ DuPont Manual High school,Liesl Long,120 W. Lee St.,Louisville,Kentucky,40208,2015,30,placeholder 3,placeholder 3,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.22197055,-85.75761538
Louisville,38.22197055,-85.75761538,Visual Art Education,Children’s Fine Art Classes,CFAC @ DuPont Manual High school,Liesl Long,120 W. Lee St.,Louisville,Kentucky,40208,2016,30,placeholder 4,placeholder 4,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.22197055,-85.75761538
Louisville,38.23809515,-85.52408749,Visual Art Education,Children’s Fine Art Classes,CFAC @ Hite Elementary School (Thursday),Ann Sturdevant,12408 Old Shelbyville Rd,Louisville,Kentucky,40243,2015,29,placeholder 5,placeholder 5,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23809515,-85.52408749
Louisville,38.23809515,-85.52408749,Visual Art Education,Children’s Fine Art Classes,CFAC @ Hite Elementary School (Wednesday),Ann Sturdevant,12408 Old Shelbyville Rd,Louisville,Kentucky,40243,2015,31,placeholder 6,placeholder 6,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23809515,-85.52408749
Louisville,38.23809515,-85.52408749,Visual Art Education,Children’s Fine Art Classes,CFAC @ Hite Elementary School (Thursday),Ann Sturdevant,12408 Old Shelbyville Rd,Louisville,Kentucky,40243,2016,29,placeholder 7,placeholder 7,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23809515,-85.52408749
Louisville,38.23809515,-85.52408749,Visual Art Education,Children’s Fine Art Classes,CFAC @ Hite Elementary School (Wednesday),Ann Sturdevant,12408 Old Shelbyville Rd,Louisville,Kentucky,40243,2016,31,placeholder 8,placeholder 8,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23809515,-85.52408749
Goshen,38.401047,-85.584673,Visual Art Education,Children’s Fine Art Classes,CFAC @ Creasy Mahan Nature Preserve,Jean Smith,12501 Harmony Landing Rd,Goshen,Kentucky,40026,2015,26,placeholder 9,placeholder 9,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.401047,-85.584673
Goshen,38.401047,-85.584673,Visual Art Education,Children’s Fine Art Classes,CFAC @ Creasy Mahan Nature Preserve,Jean Smith,12501 Harmony Landing Rd,Goshen,Kentucky,40026,2016,26,placeholder 10,placeholder 10,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.401047,-85.584673
New Albany,38.31475553,-85.79997867,Visual Art Education,Children’s Fine Art Classes,CFAC @ Slate Run Elementary School,Melody Woolsey,1452 Slate Run Road,New Albany,Indiana,47150,2015,7,placeholder 11,placeholder 11,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.31475553,-85.79997867
New Albany,38.31475553,-85.79997867,Visual Art Education,Children’s Fine Art Classes,CFAC @ Slate Run Elementary School,Melody Woolsey,1452 Slate Run Road,New Albany,Indiana,47150,2016,7,placeholder 12,placeholder 12,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.31475553,-85.79997867
Goshen,38.395026,-85.587972,Visual Art Education,Children’s Fine Art Classes,CFAC @ North Oldham Middle School,Jean Smith,1801 KY-1793,Goshen,Kentucky,40026,2015,27,placeholder 103,placeholder 97,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.395026,-85.587972
Goshen,38.395026,-85.587972,Visual Art Education,Children’s Fine Art Classes,CFAC @ North Oldham Middle School,Jean Smith,1801 KY-1793,Goshen,Kentucky,40026,2016,27,placeholder 104,placeholder 98,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.395026,-85.587972
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Tuesday),Rick Ward,2117 Payne St.,Louisville,Kentucky,40206,2015,25,placeholder 13,placeholder 13,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Saturday),Janet Britt,2117 Payne St.,Louisville,Kentucky,40206,2015,30,placeholder 14,placeholder 14,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Wednesday),Janet Britt,2117 Payne St.,Louisville,Kentucky,40206,2015,30,placeholder 15,placeholder 15,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Saturday),Liesl Long,2117 Payne St.,Louisville,Kentucky,40206,2015,30,placeholder 16,placeholder 16,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,Introduction to Digital Photography LVA @ Clifton Center,Clair Krueger,2117 Payne St.,Louisville,Kentucky,40206,2015,12,placeholder 17,placeholder 17,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Tuesday),Rick Ward,2117 Payne St.,Louisville,Kentucky,40206,2016,25,placeholder 27,placeholder 27,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Saturday),Janet Britt,2117 Payne St.,Louisville,Kentucky,40206,2016,30,placeholder 28,placeholder 28,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Wednesday),Janet Britt,2117 Payne St.,Louisville,Kentucky,40206,2016,30,placeholder 29,placeholder 29,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,CFAC @ Clifton Center (Saturday),Liesl Long,2117 Payne St.,Louisville,Kentucky,40206,2016,30,placeholder 30,placeholder 30,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Children’s Fine Art Classes,Introduction to Digital Photography LVA @ Clifton Center,Clair Krueger,2117 Payne St.,Louisville,Kentucky,40206,2016,12,placeholder 31,placeholder 31,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Summer Camps,Summer Camps with LVA,Janet Britt Annette Cable Sunny Ra Collin Lloyd Beth Givens Angela Ress,2117 Payne St.,Louisville,Kentucky,40206,2015,90,placeholder 26,placeholder 26,http://www.louisvillevisualart.org/camps-workshops,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,Summer Camps,Summer Camps with LVA,Janet Britt Annette Cable Sunny Ra Collin Lloyd Beth Givens Angela Ress,2117 Payne St.,Louisville,Kentucky,40206,2016,90,placeholder 40,placeholder 40,http://www.louisvillevisualart.org/camps-workshops,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Drawing - Painting 1 LVA @ Clifton Center,Dennis Whitehouse,2117 Payne St.,Louisville,Kentucky,40206,2016,19,placeholder 32,placeholder 32,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Sculpture 1 LVA @ Clifton Center,Collin Lloyd,2117 Payne St.,Louisville,Kentucky,40206,2016,3,placeholder 33,placeholder 33,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Video 1 LVA @ Cllifton Center,,2117 Payne St.,Louisville,Kentucky,40206,2016,3,placeholder 34,placeholder 34,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Photography 1 LVA @ Clifton Center,Sarah Davis,2117 Payne St.,Louisville,Kentucky,40206,2016,4,placeholder 35,placeholder 35,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Experimental 3D Art LVA @ Clifton Center,Collin Lloyd,2117 Payne St.,Louisville,Kentucky,40206,2016,3,placeholder 36,placeholder 36,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Digital Illustration 1 LVA @ Clifton Center,Carrie Neumayer,2117 Payne St.,Louisville,Kentucky,40206,2016,8,placeholder 37,placeholder 37,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Developing Concepts 1 LVA @ Clifton Center,Sunny Ra,2117 Payne St.,Louisville,Kentucky,40206,2016,6,placeholder 38,placeholder 38,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Developing Concepts 2 LVA @ Clifton Center,Alexia Serpentini,2117 Payne St.,Louisville,Kentucky,40206,2016,4,placeholder 39,placeholder 39,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Drawing - Painting 1 LVA @ Clifton Center,Dennis Whitehouse,2117 Payne St.,Louisville,Kentucky,40206,2015,19,placeholder 18,placeholder 18,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Sculpture 1 LVA @ Clifton Center,Collin Lloyd,2117 Payne St.,Louisville,Kentucky,40206,2015,3,placeholder 19,placeholder 19,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Video 1 LVA @ Cllifton Center,,2117 Payne St.,Louisville,Kentucky,40206,2015,3,placeholder 20,placeholder 20,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Photography 1 LVA @ Clifton Center,Sarah Davis,2117 Payne St.,Louisville,Kentucky,40206,2015,4,placeholder 21,placeholder 21,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Experimental 3D Art LVA @ Clifton Center,Collin Lloyd,2117 Payne St.,Louisville,Kentucky,40206,2015,3,placeholder 22,placeholder 22,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Digital Illustration 1 LVA @ Clifton Center,Carrie Neumayer,2117 Payne St.,Louisville,Kentucky,40206,2015,8,placeholder 23,placeholder 23,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Developing Concepts 1 LVA @ Clifton Center,Sunny Ra,2117 Payne St.,Louisville,Kentucky,40206,2015,6,placeholder 24,placeholder 24,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.2528145,-85.7069819,Visual Art Education,The Academy,Developing Concepts 2 LVA @ Clifton Center,Alexia Serpentini,2117 Payne St.,Louisville,Kentucky,40206,2015,4,placeholder 25,placeholder 25,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2528145,-85.7069819
Louisville,38.260626,-85.7866299,Visual Art Education,Children’s Fine Art Classes,CFAC @ Western Middle School,Amanda Thompson,2201 West Main St.,Louisville,Kentucky,40212,2015,27,placeholder 41,placeholder 41,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.260626,-85.7866299
Louisville,38.260626,-85.7866299,Visual Art Education,Children’s Fine Art Classes,CFAC @ Western Middle School,Amanda Thompson,2201 West Main St.,Louisville,Kentucky,40212,2016,27,placeholder 42,placeholder 42,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.260626,-85.7866299
Louisville,38.21691545,-85.76037095,Visual Art Education,The Academy,Drawing 2 @ University of Lousiville,Wilma Bethel,2301 S 3rd St,Louisville,Kentucky,40292,2015,19,placeholder 105,placeholder 99,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.21691545,-85.76037095
Louisville,38.2159679,-85.76247241,Visual Art Education,The Academy,Drawing 2 @ University of Lousiville,Wilma Bethel,2302 S 3rd St,Louisville,Kentucky,40292,2016,19,placeholder 106,placeholder 100,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2159679,-85.76247241
Louisville,38.2301406,-85.68594053,Visual Art Education,Children’s Fine Art Classes,CFAC @ Douglass Boulevard Community Center,Annette Cable,2305 Douglass Boulevard,Louisville,Kentucky,40205,2015,29,placeholder 43,placeholder 43,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2301406,-85.68594053
Louisville,38.2301406,-85.68594053,Visual Art Education,Children’s Fine Art Classes,CFAC @ Douglass Boulevard Community Center,Annette Cable,2305 Douglass Boulevard,Louisville,Kentucky,40205,2016,29,placeholder 44,placeholder 44,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2301406,-85.68594053
Louisville,38.23545605,-85.79550101,Visual Art Education,Children’s Fine Art Classes,CFAC @ Johnson Traditional Middle School,Brittany Gofney,2509 Wilson Avenue,Louisville,Kentucky,40210,2015,19,placeholder 45,placeholder 45,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23545605,-85.79550101
Louisville,38.23545605,-85.79550101,Visual Art Education,Children’s Fine Art Classes,CFAC @ Johnson Traditional Middle School,Brittany Gofney,2509 Wilson Avenue,Louisville,Kentucky,40210,2016,19,placeholder 46,placeholder 46,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23545605,-85.79550101
Louisville,38.23749175,-85.79683727,Visual Art Education,Children’s Fine Art Classes,CFAC @ Pleasant View Missionary Baptist Church,Wilma Bethel,2600 Virginia Avenue,Louisville,Kentucky,40211,2015,8,placeholder 47,placeholder 47,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23749175,-85.79683727
Louisville,38.23749175,-85.79683727,Visual Art Education,Children’s Fine Art Classes,CFAC @ Pleasant View Missionary Baptist Church,Wilma Bethel,2600 Virginia Avenue,Louisville,Kentucky,40211,2016,8,placeholder 48,placeholder 48,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.23749175,-85.79683727
Louisville,38.1722153,-85.76978107,Visual Art Education,Children’s Fine Art Classes,CFAC @ Rutherford Elementary School,Danielle Flener,301 West Southland Boulevard,Louisville,Kentucky,40214,2015,20,placeholder 49,placeholder 49,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1722153,-85.76978107
Louisville,38.1722153,-85.76978107,Visual Art Education,Children’s Fine Art Classes,CFAC @ Rutherford Elementary School,Danielle Flener,301 West Southland Boulevard,Louisville,Kentucky,40214,2016,20,placeholder 50,placeholder 50,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1722153,-85.76978107
Louisville,38.2401677,-85.55549283,Visual Art Education,Children’s Fine Art Classes,CFAC @ Crosby Middle School (Tuesday),Kevin Ashford,303 Gatehouse Lane,Louisville,Kentucky,40243,2015,25,placeholder 51,placeholder 51,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2401677,-85.55549283
Louisville,38.2401677,-85.55549283,Visual Art Education,Children’s Fine Art Classes,CFAC @ Crosby Middle School (Thursday),Wilma Bethel,303 Gatehouse Lane,Louisville,Kentucky,40243,2015,29,placeholder 52,placeholder 52,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2401677,-85.55549283
Louisville,38.2401677,-85.55549283,Visual Art Education,Children’s Fine Art Classes,CFAC @ Crosby Middle School (Tuesday),Kevin Ashford,303 Gatehouse Lane,Louisville,Kentucky,40243,2016,25,placeholder 53,placeholder 53,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2401677,-85.55549283
Louisville,38.2401677,-85.55549283,Visual Art Education,Children’s Fine Art Classes,CFAC @ Crosby Middle School (Thursday),Wilma Bethel,303 Gatehouse Lane,Louisville,Kentucky,40243,2016,29,placeholder 54,placeholder 54,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2401677,-85.55549283
Clarksville,38.29241337,-85.76019487,Visual Art Education,Children’s Fine Art Classes,CFAC @ St. Anthony of Padua School,Janice Roehm,320 N. Sherwood Avenue,Clarksville,Indiana,47129,2015,12,placeholder 55,placeholder 55,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.29241337,-85.76019487
Clarksville,38.29241337,-85.76019487,Visual Art Education,Children’s Fine Art Classes,CFAC @ St. Anthony of Padua School,Janice Roehm,320 N. Sherwood Avenue,Clarksville,Indiana,47129,2016,12,placeholder 56,placeholder 56,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.29241337,-85.76019487
Louisville,38.1843337,-85.85774573,Visual Art Education,Children’s Fine Art Classes,CFAC @ Farnsely Middle School,John Muench,3400 Lees Ln,Louisville,Kentucky,40216,2015,8,placeholder 57,placeholder 57,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1843337,-85.85774573
Louisville,38.1843337,-85.85774573,Visual Art Education,Children’s Fine Art Classes,CFAC @ Farnsely Middle School,John Muench,3400 Lees Ln,Louisville,Kentucky,40216,2016,8,placeholder 58,placeholder 58,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1843337,-85.85774573
Louisville,38.2744439,-85.8032618,Visual Art Education,Children’s Fine Art Classes,CFAC @ Portland Elementary School,Anita Fisher,3410 Northwestern Pkwy,Louisville,Kentucky,40212,2015,9,placeholder 59,placeholder 59,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2744439,-85.8032618
Louisville,38.2744439,-85.8032618,Visual Art Education,Children’s Fine Art Classes,CFAC @ Portland Elementary School,Anita Fisher,3410 Northwestern Pkwy,Louisville,Kentucky,40212,2016,9,placeholder 60,placeholder 60,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2744439,-85.8032618
Louisville,38.2079724,-85.65593,Visual Art Education,Children’s Fine Art Classes,CFAC @ Goldsmith Elementary School,Laurel Lammers,3520 Goldsmith Lane,Louisville,Kentucky,40220,2015,24,placeholder 63,placeholder 61,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2079724,-85.65593
Louisville,38.2079724,-85.65593,Visual Art Education,Children’s Fine Art Classes,CFAC @ Goldsmith Elementary School,Laurel Lammers,3520 Goldsmith Lane,Louisville,Kentucky,40220,2016,24,placeholder 64,placeholder 62,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2079724,-85.65593
Louisville,38.20955475,-85.82213356,Visual Art Education,Children’s Fine Art Classes,CFAC @ Cane Run Elementary,Alyson Thiel,3951 Cane Run Rd,Louisville,Kentucky,40216,2015,13,placeholder 65,placeholder 63,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.20955475,-85.82213356
